#v0	t(Er)	uWannierFactor(Er/latticeSpacing)
12.200000000000001	0.011358279907342861	25.80489641808228
12.3	0.011085281267114637	25.997148707793325
12.4	0.010820019014394066	26.189005750645748
12.5	0.010562364048175711	26.380470586119472
12.600000000000001	0.010312187267454136	26.57154625369442
12.700000000000001	0.010069359571223912	26.762235792850504
12.8	0.0098337518584796	26.952542243067647
12.9	0.009605235028215765	27.142468643825776
13.	0.00938367997942697	27.332018034604804
13.100000000000001	0.009168957611107779	27.52119345488466
13.200000000000001	0.008960938822252762	27.709997944145258
13.3	0.008759494511856482	27.898434541866518
13.4	0.008564495578913502	28.086506287528366
13.5	0.008375812922418385	28.274216220610715
13.600000000000001	0.008193317441365696	28.461567380593497
13.700000000000001	0.008016880034750005	28.648562806956622
13.8	0.007846371601565873	28.835205539180016
13.9	0.007681663040807866	29.0214986167436
14.	0.0075226252514705464	29.207445079127293
14.100000000000001	0.007369129132548478	29.393047965811018
14.200000000000001	0.00722104558303623	29.57831031627469
14.3	0.0070782455019283656	29.763235169998232
14.4	0.0069405997882194485	29.947825566461567
14.5	0.006807979340904044	30.132084545144615
14.600000000000001	0.0066802550589767145	30.316015145527302
14.700000000000001	0.006557297841432029	30.499620407089537
14.8	0.00643897858726455	30.682903369311244
14.9	0.0063251681954688424	30.86586707167235
15.	0.006215737565039471	31.048514553652772
15.100000000000001	0.006110557594970999	31.230848854732432
15.200000000000001	0.006009499184257993	31.41287301439125
15.3	0.005912433231895019	31.594590072109142
15.4	0.005819230636876638	31.776003067366034
15.5	0.0057297622981974175	31.957115039641845
15.600000000000001	0.0056438991148519205	32.1379290284165
15.700000000000001	0.005561511985834714	32.31844807316991
15.8	0.005482471810140361	32.498675213382
15.9	0.005406649486763428	32.6786134885327
16.	0.0053339159146984765	32.858265938101916
16.1	0.005215036678121858	33.03838884824988
16.2	0.0050987595181286914	33.218235516413465
16.3	0.0049850532505925325	33.397807480085206
16.400000000000002	0.004873886691386949	33.57710627675762
16.5	0.00476522865638551	33.75613344392322
16.6	0.004659047961461769	33.934890519074536
16.7	0.004555313422489302	34.113379039704085
16.8	0.0044539938553416645	34.29160054330441
16.900000000000002	0.004355058075892423	34.469556567368016
17.	0.004258474900015146	34.647248649387414
17.1	0.00416421314358339	34.82467832685515
17.2	0.004072241622470726	35.001847137263724
17.3	0.003982529152550712	35.17875661810568
17.400000000000002	0.0038950445496969167	35.355408306873535
17.5	0.003809756629782905	35.5318037410598
17.6	0.003726634208682237	35.707944458157
17.7	0.003645646102268481	35.883831995657665
17.8	0.0035667611264151968	36.05946789105431
17.900000000000002	0.00348994809699595	36.23485368183947
18.	0.003415175829884309	36.409990905505644
18.1	0.0033424131409538317	36.58488109954538
18.2	0.003271628846078088	36.759525801451176
18.3	0.003202791761130636	36.933926548715576
18.400000000000002	0.0031358707019850437	37.10808487883109
18.5	0.0030708344845148767	37.28200232929024
18.6	0.003007651924593695	37.45568043758556
18.7	0.0029462918380950666	37.629120741209555
18.8	0.002886723040892552	37.80232477765476
18.900000000000002	0.002828914348859717	37.9752940844137
19.	0.002772834577870128	38.14803019897888
19.1	0.0027184525437973454	38.32053465884283
19.200000000000003	0.0026657370625149356	38.49280900149809
19.3	0.0026146569498964635	38.66485476443715
19.400000000000002	0.00256518102181549	38.83667348515256
19.5	0.0025172780941455837	39.008266701136826
19.6	0.002470916982760304	39.17963594988248
19.700000000000003	0.002426066503533218	39.35078276888204
19.8	0.002382695472337891	39.52170869562803
19.900000000000002	0.0023407727050478834	39.692415267612965
20.	0.002300267017536763	39.862904022329374
20.1	0.002261147225678091	40.033176497269785
20.200000000000003	0.002223382145345433	40.20323422992671
20.3	0.0021869405924123545	40.37307875779267
20.400000000000002	0.0021517913827524167	40.5427116183602
20.5	0.0021179033322391867	40.712134349121804
20.6	0.0020852452567462257	40.88134848757002
20.700000000000003	0.0020537859721471	41.05035557119737
20.8	0.002023494294315374	41.21915713749637
20.900000000000002	0.0019943390391246097	41.38775472395954
21.	0.0019662890224483743	41.5561498680794
21.1	0.0019393130601602286	41.72434410734849
21.200000000000003	0.0019133799681337387	41.892338979259314
21.3	0.0018884585622424696	42.0601360213044
21.400000000000002	0.0018645176583599833	42.22773677097627
21.5	0.0018415260723598458	42.39514276576745
21.6	0.0018194526201156197	42.56235554317046
21.700000000000003	0.00179826611750087	42.72937664067782
21.8	0.0017779353803891614	42.89620759578205
21.900000000000002	0.0017584292246540568	43.062849945975685
22.	0.0017397164661691216	43.22930522875123
22.1	0.0017048322033840838	43.39612140391428
22.200000000000003	0.001670622644568086	43.56275540415733
22.3	0.0016370807448925183	43.72920798803874
22.400000000000002	0.0016041994595287663	43.89547991411688
22.5	0.0015719717436482217	44.06157194095011
22.6	0.0015403905524222707	44.227484827096795
22.700000000000003	0.0015094488410223024	44.3932193311153
22.8	0.0014791395646197069	44.558776211563966
22.900000000000002	0.0014494556783858706	44.72415622700119
23.	0.001420390137492184	44.8893601359853
23.1	0.0013919358971100342	45.054388697074685
23.200000000000003	0.00136408591241081	45.2192426688277
23.3	0.0013368331385659018	45.3839228098027
23.400000000000002	0.0013101705307466953	45.54842987855805
23.5	0.0012840910441245818	45.712764633652114
23.6	0.0012585876338709475	45.876927833643265
23.700000000000003	0.0012336532551571822	46.04092023708985
23.8	0.0012092808631546754	46.20474260255024
23.900000000000002	0.0011854634130348141	46.368395688582794
24.	0.0011621938599689881	46.531880253745875
24.1	0.0011394651591285843	46.69519705659785
24.200000000000003	0.0011172702656849927	46.85834685569708
24.3	0.001095602134809602	47.021330409601916
24.400000000000002	0.0010744537216737999	47.18414847687073
24.5	0.001053817981448976	47.34680181606189
24.6	0.0010336878693065175	47.50929118573375
24.700000000000003	0.0010140563404178139	47.671617344444684
24.8	0.0009949163499542544	47.83378105075303
24.900000000000002	0.0009762608530872261	47.99578306321718
25.	0.0009580828049881191	48.15762414039548
25.1	0.0009403751608283205	48.31930504084629
25.200000000000003	0.0009231308757792197	48.48082652312799
25.3	0.0009063429050122059	48.64218934579891
25.400000000000002	0.0008900042036986662	48.80339426741745
25.5	0.0008741077270099907	48.964442046541954
25.6	0.0008586464301175666	49.12533344173078
25.700000000000003	0.0008436132681927833	49.286069211542305
25.8	0.0008290011964070296	49.446650114534876
25.900000000000002	0.0008148031699316933	49.607076909266866
26.	0.0008010121439381639	49.76735035429663
26.1	0.0007876210735978291	49.92747120818254
26.200000000000003	0.0007746229140820778	50.08744022948296
26.3	0.0007620106205622992	50.24725817675623
26.400000000000002	0.0007497771482098809	50.406925808560736
26.5	0.0007379154521962122	50.56644388345483
26.6	0.0007264184876926811	50.72581315999688
26.700000000000003	0.0007152792098706767	50.885034396745255
26.8	0.0007044905739015876	51.04410835225829
26.900000000000002	0.0006940455349568019	51.20303578509438
27.	0.0006839370482077088	51.36181745381187
27.1	0.0006741580688256962	51.52045411696913
27.200000000000003	0.0006647015519821531	51.67894653312451
27.3	0.0006555604528484684	51.83729546083639
27.400000000000002	0.0006467277265960298	51.995501658663116
27.5	0.0006381963283962269	52.153565885163054
27.6	0.0006299592134204475	52.31148889889458
27.700000000000003	0.0006220093368400803	52.469271458416046
27.8	0.0006143396538265146	52.62691432228581
27.900000000000002	0.0006069431195511381	52.78441824906225
28.	0.0005998126891853399	52.94178399730371
28.1	0.0005929413179005082	53.099012325568566
28.200000000000003	0.0005863219608680318	53.25610399241518
28.3	0.0005799475732592997	53.4130597564019
28.400000000000002	0.0005738111102456996	53.569880376087106
28.5	0.000567905526998621	53.72656661002915
28.6	0.0005622237786894517	53.8831192167864
28.700000000000003	0.0005567588204895808	54.03953895491722
28.8	0.0005515036075703968	54.19582658297996
28.900000000000002	0.0005464510951032881	54.351982859532995
29.	0.0005415942382596435	54.508008543134686
29.1	0.0005317946214916214	54.66422816467337
29.200000000000003	0.0005221637628470756	54.82031951850947
29.3	0.0005127001065728654	54.97628301685904
29.400000000000002	0.0005034020969158497	55.13211907193816
29.5	0.0004942681781228885	55.28782809596288
29.6	0.00048529679444084023	55.44341050114925
29.700000000000003	0.00047648639011656484	55.59886669971334
29.8	0.00046783540939692174	55.7541971038712
29.900000000000002	0.0004593422965287698	55.9094021258389
30.	0.00045100549575896885	56.06448217783249
30.1	0.0004428234513343777	56.21943767206803
30.200000000000003	0.00043479460750185585	56.37426902076159
30.3	0.00042691740850826304	56.528976636129215
30.400000000000002	0.000419190298600458	56.683560930386975
30.5	0.0004116117220253005	56.83802231575091
30.6	0.0004041801230296495	56.99236120443711
30.700000000000003	0.0003968939458603645	57.146578008661606
30.8	0.00038975163476430495	57.30067314064047
30.900000000000002	0.00038275163398833	57.45464701258976
31.	0.00037589238777929913	57.60850003672554
31.1	0.0003691723403840714	57.762232625263856
31.200000000000003	0.0003625899360495063	57.91584519042078
31.3	0.0003561436190224634	58.06933814441236
31.400000000000002	0.00034983183354980155	58.222711899454666
31.5	0.00034365302387838047	58.37596686776375
31.6	0.0003376056342550592	58.52910346155568
31.700000000000003	0.00033168810892669716	58.6821220930465
31.8	0.0003258988921401539	58.835023174452274
31.900000000000002	0.00032023642814228844	58.98780711798907
32.	0.0003146991611799603	59.14047433587294
32.1	0.0003092855355000286	59.29302524031995
32.2	0.00030399399534935287	59.44546024354615
32.300000000000004	0.00029882298497479223	59.597779757767604
32.4	0.0002937709486232065	59.74998419520036
32.5	0.0002888363305414544	59.9020739680605
32.6	0.0002840175749763954	60.05404948856407
32.7	0.000279313126174889	60.20591116892713
32.800000000000004	0.00027472142838379444	60.35765942136573
32.9	0.00027024092584997133	60.50929465809594
33.	0.0002658700628202784	60.66081729133382
33.1	0.00026160728354157533	60.81222773329542
33.2	0.00025745103226072145	60.96352639619682
33.300000000000004	0.000253399753224576	61.11471369225405
33.4	0.00024945189067999865	61.26579003368318
33.5	0.0002456058888738482	61.41675583270028
33.6	0.00024186019205298413	61.567611501521405
33.7	0.0002382132444642659	61.71835745236261
33.800000000000004	0.00023466349035455278	61.86899409743995
33.9	0.0002312093739707043	62.01952184896948
34.	0.00022784933955957937	62.169941119167284
34.1	0.00022458183136803752	62.3202523202494
34.2	0.0002214052936429381	62.47045586443189
34.300000000000004	0.00021831817063114044	62.620552163930824
34.4	0.00021531890657950403	62.770541630962235
34.5	0.0002124059457348878	62.92042467774221
34.6	0.00020957773234415132	63.0702017164868
34.7	0.00020683271065415385	63.21987315941206
34.800000000000004	0.00020416932491175476	63.369439418734046
34.9	0.00020158601936381358	63.51890090666882
35.	0.0001990812382571892	63.66825803543245
35.1	0.00019665342583874117	63.81751121724099
35.2	0.00019430102635532883	63.9666608643105
35.300000000000004	0.0001920224840538115	64.11570738885703
35.4	0.00018981624318104864	64.26465120309663
35.5	0.00018768074798389928	64.4134927192454
35.6	0.00018561444270922292	64.56223234951936
35.7	0.00018361577160387884	64.7108705061346
35.800000000000004	0.0001816831789147264	64.85940760130714
35.9	0.00017981510888862506	65.00784404725306
36.	0.00017801000577243384	65.15618025618843
36.1	0.00017626631381301226	65.30441664032931
36.2	0.0001745824772572196	65.45255361189173
36.300000000000004	0.0001729569403519152	65.60059158309178
36.4	0.0001713881473439585	65.7485309661455
36.5	0.0001698745424802086	65.89637217326896
36.6	0.00016841457000752494	66.04411561667821
36.7	0.00016700667417276685	66.19176170858933
36.800000000000004	0.00016564929922279365	66.33931086121834
36.9	0.00016434088940446475	66.48676348678133
37.	0.00016307988896463932	66.63411999749435
37.1	0.00016186474215017674	66.78138080557346
37.2	0.00016069389320793635	66.92854632323474
37.300000000000004	0.00015956578638477752	67.07561696269421
37.4	0.00015847886592755957	67.22259313616794
37.5	0.00015743157608314172	67.369475255872
37.6	0.0001564223610983834	67.51626373402246
37.7	0.00015544966522014388	67.66295898283536
37.800000000000004	0.00015451193269528252	67.80956141452677
37.9	0.0001536076077706587	67.95607144131273
38.	0.0001527351346931316	68.10248947540931
38.1	0.00015189295770956062	68.24881592903259
38.2	0.00015107952106680514	68.3950512143986
38.300000000000004	0.00015029326901172443	68.54119574372342
38.400000000000006	0.00014953264579117782	68.68724992922309
38.5	0.00014879609565202466	68.83321418311367
38.6	0.00014808206284112424	68.97908891761124
38.7	0.0001473889916053359	69.12487454493183
38.800000000000004	0.00014671532619151895	69.27057147729153
38.900000000000006	0.00014605951084653278	69.41618012690638
39.	0.00014541998981723668	69.56170090599244
39.1	0.00014479520735048994	69.70713422676577
39.2	0.00014418360769315191	69.85248050144246
39.300000000000004	0.00014358363509208192	69.99774014223851
39.400000000000006	0.00014299373379413928	70.14291356137002
39.5	0.0001424123480461834	70.28800117105304
39.6	0.0001418379220950735	70.43300338350363
39.7	0.0001412689001876689	70.57792061093784
39.800000000000004	0.000140703726570829	70.72275326557175
39.900000000000006	0.00014014084549141307	70.8675017596214
40.	0.00013957870119628055	71.01216650530284
40.1	0.00013901573793229061	71.15674791483217
40.2	0.00013845039994630264	71.3012464004254
40.300000000000004	0.00013788113148517595	71.44566237429862
40.400000000000006	0.00013730637679576992	71.58999624866789
40.5	0.00013672458012494387	71.73424843574925
40.6	0.00013613418571955708	71.87841934775876
40.7	0.00013553363782646885	72.02250939691251
40.800000000000004	0.0001349213806925386	72.16651899542653
40.900000000000006	0.00013429585856462555	72.31044855551688
41.	0.00013365551568958917	72.45429848939963
41.1	0.00013299879631428863	72.59806920929084
41.2	0.0001323241446855833	72.74176112740656
41.300000000000004	0.0001316300050503326	72.88537465596286
41.400000000000006	0.00013091482165539573	73.02891020717578
41.5	0.0001301770387476321	73.1723681932614
41.6	0.000129415100573901	73.31574902643577
41.7	0.00012862745138106176	73.45905311891495
41.800000000000004	0.0001278125354159737	73.602280882915
41.900000000000006	0.00012696879692549617	73.74543273065198
42.	0.0001260946801564885	73.88850907434193
42.1	0.00012518862935580996	74.03151032620094
42.2	0.00012424908877031992	74.17443689844507
42.300000000000004	0.0001232745026468777	74.31728920329034
42.400000000000006	0.00012226331523234262	74.46006765295284
42.5	0.00012121397077357407	74.60277265964862
42.6	0.00012012491351743126	74.74540463559374
42.7	0.00011899458771077357	74.88796399300428
42.800000000000004	0.00011782143760046033	75.03045114409626
42.900000000000006	0.00011660390743335085	75.17286650108578
43.	0.00011534044145630458	75.31521047618885
43.1	0.00011402948391618063	75.45748348162158
43.2	0.00011266947905983844	75.5996859296
43.300000000000004	0.00011125887113413734	75.74181823234017
43.400000000000006	0.00010979610438593663	75.88388080205816
43.5	0.00010827962306209576	76.02587405097002
43.6	0.00010670787140947384	76.16779839129181
43.7	0.0001050792936749303	76.3096542352396
43.800000000000004	0.00010339233410532446	76.45144199502944
43.900000000000006	0.00010164543694751567	76.5931620828774
44.	0.00009983704644836336	76.7348149109995
44.1	0.0000979656068547266	76.87640089161185
44.2	0.00009602956241346486	77.0179204369305
44.300000000000004	0.00009402735737143746	77.15937395917148
44.400000000000006	0.00009195743597550373	77.30076187055086
44.5	0.00008981824247252312	77.44208458328471
44.6	0.00008760822110935468	77.58334250958909
44.7	0.00008532581613285791	77.72453606168004
44.800000000000004	0.00008296947178989208	77.86566565177365
44.900000000000006	0.00008053763232731656	78.00673169208595
45.	0.00007802874199199082	78.14773459483301
45.1	0.00007544124503077385	78.28867477223089
45.2	0.00007277358569052516	78.42955263649566
45.300000000000004	0.00007002420821810407	78.57036859984336
45.400000000000006	0.0000671915568603699	78.71112307449006
45.5	0.00006427407586418218	78.8518164726518
45.6	0.00006127020947639984	78.99244920654468
45.7	0.00005817840194388239	79.13302168838472
45.800000000000004	0.00005499709751348917	79.273534330388
45.900000000000006	0.0000517247404320795	79.41398754477056
46.	0.000048359774946512955	79.55438174374848
