#ErIR	ErGR	alpha	band0Bot	band0Top	band1Bot	band1Top
5.5	12.5	0.	29.34503053647905	32.34503053647905	30.34503053647905	33.34503053647905
5.5	12.5	0.1	29.067059102601355	30.973463909347508	30.569594072271098	33.14397394289383
5.5	12.5	0.2	28.799457967158176	30.369031591628033	30.545273271114425	32.94985659219748
5.5	12.5	0.30000000000000004	28.5410945969535	29.892200081103535	30.484497461648356	32.76192331721397
5.5	12.5	0.4	28.291029604329257	29.481922589398458	30.406995680940675	32.57954771585062
5.5	12.5	0.5	28.048473509828593	29.114474841075815	30.320155913977274	32.40220332618877
5.5	12.5	0.6000000000000001	27.812755210811673	28.77765107175702	30.22760540465519	32.22944260554222
5.5	12.5	0.7000000000000001	27.583298500262654	28.464178031993256	30.131390332166337	32.06088127631041
5.5	12.5	0.8	27.359604257371046	28.169302329729636	30.032768156183305	31.89618645301524
5.5	12.5	0.9	27.14123671993184	27.889712293364745	29.932557843511674	31.735067490549827
5.5	12.5	1.	26.927812750001866	27.622989530904142	29.831315525304866	31.577268827932585
5.5	13.	0.	30.848831757938214	33.848831757938214	31.848831757938214	34.848831757938214
5.5	13.	0.1	30.57086032406052	32.47726513080667	32.073395293730265	34.64777516435299
5.5	13.	0.2	30.30325918861734	31.872832813087197	32.04907449257359	34.45365781365664
5.5	13.	0.30000000000000004	30.044895818412662	31.3960013025627	31.98829868310752	34.26572453867313
5.5	13.	0.4	29.79483082578842	30.98572381085762	31.910796902399838	34.083348937309786
5.5	13.	0.5	29.552274731287756	30.618276062534978	31.823957135436437	33.90600454764793
5.5	13.	0.6000000000000001	29.316556432270836	30.281452293216184	31.731406626114353	33.73324382700138
5.5	13.	0.7000000000000001	29.087099721721817	29.96797925345242	31.6351915536255	33.564682497769574
5.5	13.	0.8	28.86340547883021	29.6731035511888	31.53656937764247	33.3999876744744
5.5	13.	0.9	28.645037941391003	29.39351351482391	31.436359064970837	33.238868712008994
5.5	13.	1.	28.43161397146103	29.126790752363306	31.33511674676403	33.08107004939175
5.5	13.5	0.	32.35263297939738	35.35263297939738	33.35263297939738	36.35263297939738
5.5	13.5	0.1	32.07466154551968	33.981066352265834	33.57719651518943	36.151576385812156
5.5	13.5	0.2	31.807060410076502	33.376634034546356	33.55287571403275	35.957459035115804
5.5	13.5	0.30000000000000004	31.548697039871826	32.899802524021865	33.492099904566686	35.7695257601323
5.5	13.5	0.4	31.298632047247583	32.489525032316784	33.414598123859	35.58715015876895
5.5	13.5	0.5	31.05607595274692	32.122077283994145	33.3277583568956	35.409805769107095
5.5	13.5	0.6000000000000001	30.82035765373	31.785253514675347	33.23520784757352	35.237045048460544
5.5	13.5	0.7000000000000001	30.59090094318098	31.471780474911583	33.13899277508466	35.06848371922874
5.5	13.5	0.8	30.367206700289373	31.176904772647962	33.040370599101635	34.903788895933566
5.5	13.5	0.9	30.148839162850166	30.89731473628307	32.94016028643	34.74266993346815
5.5	13.5	1.	29.935415192920193	30.63059197382247	32.83891796822319	34.58487127085091
5.5	14.	0.	33.85643420085654	36.85643420085654	34.85643420085654	37.85643420085654
5.5	14.	0.1	33.578462766978845	35.484867573725	35.08099773664859	37.65537760727132
5.5	14.	0.2	33.310861631535666	34.880435256005526	35.056676935491915	37.46126025657497
5.5	14.	0.30000000000000004	33.05249826133099	34.40360374548102	34.99590112602585	37.27332698159146
5.5	14.	0.4	32.80243326870674	33.99332625377595	34.918399345318164	37.09095138022811
5.5	14.	0.5	32.55987717420608	33.6258785054533	34.831559578354764	36.91360699056626
5.5	14.	0.6000000000000001	32.32415887518916	33.28905473613451	34.739009069032676	36.74084626991971
5.5	14.	0.7000000000000001	32.09470216464014	32.975581696370746	34.64279399654383	36.5722849406879
5.5	14.	0.8	31.871007921748536	32.68070599410712	34.54417182056079	36.40759011739273
5.5	14.	0.9	31.65264038430933	32.401115957742235	34.44396150788916	36.24647115492732
5.5	14.	1.	31.439216414379356	32.13439319528163	34.342719189682356	36.088672492310074
5.5	14.5	0.	35.360235422315704	38.360235422315704	36.360235422315704	39.360235422315704
5.5	14.5	0.1	35.08226398843801	36.98866879518416	36.584798958107754	39.15917882873048
5.5	14.5	0.2	34.81466285299483	36.38423647746468	36.56047815695108	38.96506147803413
5.5	14.5	0.30000000000000004	34.55629948279015	35.90740496694019	36.49970234748501	38.77712820305062
5.5	14.5	0.4	34.306234490165906	35.49712747523511	36.42220056677733	38.594752601687276
5.5	14.5	0.5	34.06367839566524	35.12967972691247	36.33536079981393	38.41740821202542
5.5	14.5	0.6000000000000001	33.827960096648326	34.79285595759367	36.242810290491846	38.24464749137887
5.5	14.5	0.7000000000000001	33.59850338609931	34.47938291782991	36.146595218002986	38.076086162147064
5.5	14.5	0.8	33.3748091432077	34.184507215566285	36.04797304201996	37.91139133885189
5.5	14.5	0.9	33.15644160576849	33.9049171792014	35.94776272934833	37.75027237638648
5.5	14.5	1.	32.943017635838515	33.638194416740795	35.84652041114152	37.59247371376924
5.5	15.	0.	36.86403664377487	39.86403664377487	37.86403664377487	40.86403664377487
5.5	15.	0.1	36.58606520989717	38.492470016643324	38.08860017956692	40.662980050189645
5.5	15.	0.2	36.31846407445399	37.88803769892385	38.06427937841024	40.46886269949329
5.5	15.	0.30000000000000004	36.06010070424932	37.411206188399355	38.003503568944176	40.280929424509786
5.5	15.	0.4	35.81003571162507	37.000928696694274	37.92600178823649	40.09855382314644
5.5	15.	0.5	35.567479617124405	36.63348094837163	37.83916202127309	39.921209433484584
5.5	15.	0.6000000000000001	35.33176131810749	36.296657179052836	37.746611511951	39.748448712838034
5.5	15.	0.7000000000000001	35.102304607558466	35.98318413928907	37.650396439462156	39.57988738360623
5.5	15.	0.8	34.87861036466686	35.68830843702545	37.55177426347912	39.415192560311056
5.5	15.	0.9	34.660242827227655	35.40871840066056	37.45156395080749	39.25407359784565
5.5	15.	1.	34.446818857297686	35.14199563819996	37.35032163260068	39.0962749352284
5.5	15.5	0.	38.36783786523402	41.36783786523402	39.36783786523402	42.36783786523402
5.5	15.5	0.1	38.08986643135633	39.99627123810248	39.59240140102607	42.1667812716488
5.5	15.5	0.2	37.82226529591315	39.39183892038301	39.5680805998694	41.97266392095245
5.5	15.5	0.30000000000000004	37.56390192570848	38.91500740985851	39.50730479040333	41.78473064596894
5.5	15.5	0.4	37.313836933084225	38.50472991815343	39.42980300969565	41.602355044605595
5.5	15.5	0.5	37.07128083858356	38.13728216983078	39.342963242732246	41.42501065494374
5.5	15.5	0.6000000000000001	36.835562539566645	37.80045840051199	39.25041273341016	41.25224993429719
5.5	15.5	0.7000000000000001	36.60610582901762	37.48698536074823	39.15419766092131	41.08368860506538
5.5	15.5	0.8	36.38241158612602	37.192109658484604	39.055575484938274	40.91899378177021
5.5	15.5	0.9	36.16404404868681	36.91251962211972	38.955365172266646	40.7578748193048
5.5	15.5	1.	35.95062007875684	36.645796859659114	38.85412285405984	40.60007615668756
5.5	16.	0.	39.871639086693186	42.871639086693186	40.871639086693186	43.871639086693186
5.5	16.	0.1	39.59366765281549	41.50007245956164	41.09620262248524	43.670582493107965
5.5	16.	0.2	39.32606651737231	40.895640141842165	41.07188182132856	43.47646514241161
5.5	16.	0.30000000000000004	39.067703147167634	40.41880863131767	41.01110601186249	43.2885318674281
5.5	16.	0.4	38.81763815454339	40.00853113961259	40.93360423115481	43.10615626606476
5.5	16.	0.5	38.575082060042725	39.64108339128995	40.84676446419141	42.928811876402904
5.5	16.	0.6000000000000001	38.33936376102581	39.304259621971156	40.75421395486933	42.75605115575635
5.5	16.	0.7000000000000001	38.10990705047679	38.9907865822074	40.657998882380475	42.58748982652455
5.5	16.	0.8	37.88621280758518	38.69591087994377	40.55937670639744	42.42279500322937
5.5	16.	0.9	37.667845270145975	38.41632084357888	40.45916639372581	42.26167604076396
5.5	16.	1.	37.454421300216	38.14959808111828	40.357924075519	42.10387737814672
5.5	16.5	0.	41.37544030815235	44.37544030815235	42.37544030815235	45.37544030815235
5.5	16.5	0.1	41.097468874274654	43.003873681020806	42.6000038439444	45.17438371456713
5.5	16.5	0.2	40.829867738831474	42.399441363301335	42.57568304278772	44.980266363870776
5.5	16.5	0.30000000000000004	40.571504368626805	41.92260985277684	42.51490723332166	44.79233308888727
5.5	16.5	0.4	40.32143937600255	41.512332361071756	42.43740545261397	44.60995748752392
5.5	16.5	0.5	40.07888328150189	41.14488461274911	42.35056568565057	44.43261309786207
5.5	16.5	0.6000000000000001	39.84316498248497	40.80806084343032	42.258015176328485	44.259852377215516
5.5	16.5	0.7000000000000001	39.61370827193595	40.494587803666555	42.16180010383963	44.09129104798371
5.5	16.5	0.8	39.39001402904435	40.19971210140294	42.06317792785661	43.92659622468854
5.5	16.5	0.9	39.17164649160514	39.92012206503804	41.96296761518497	43.76547726222313
5.5	16.5	1.	38.95822252167516	39.65339930257744	41.861725296978165	43.607678599605876
5.5	17.	0.	42.879241529611505	45.879241529611505	43.879241529611505	46.879241529611505
5.5	17.	0.1	42.60127009573381	44.50767490247996	44.103805065403556	46.678184936026284
5.5	17.	0.2	42.33366896029063	43.90324258476049	44.07948426424688	46.48406758532993
5.5	17.	0.30000000000000004	42.07530559008596	43.42641107423599	44.018708454780814	46.296134310346424
5.5	17.	0.4	41.82524059746171	43.01613358253091	43.94120667407313	46.11375870898308
5.5	17.	0.5	41.582684502961044	42.648685834208266	43.85436690710973	45.93641431932122
5.5	17.	0.6000000000000001	41.34696620394413	42.311862064889475	43.76181639778764	45.76365359867467
5.5	17.	0.7000000000000001	41.117509493395104	41.99838902512571	43.66560132529879	45.595092269442866
5.5	17.	0.8	40.89381525050351	41.703513322862094	43.56697914931576	45.430397446147694
5.5	17.	0.9	40.675447713064294	41.4239232864972	43.46676883664413	45.269278483682285
5.5	17.	1.	40.46202374313432	41.1572005240366	43.36552651843732	45.11147982106503
5.5	17.5	0.	44.383042751070676	47.383042751070676	45.383042751070676	48.383042751070676
5.5	17.5	0.1	44.10507131719298	46.01147612393913	45.607606286862726	48.181986157485454
5.5	17.5	0.2	43.8374701817498	45.40704380621966	45.58328548570605	47.9878688067891
5.5	17.5	0.30000000000000004	43.57910681154513	44.93021229569516	45.522509676239984	47.799935531805595
5.5	17.5	0.4	43.32904181892088	44.51993480399008	45.4450078955323	47.61755993044225
5.5	17.5	0.5	43.086485724420214	44.152487055667436	45.3581681285689	47.44021554078039
5.5	17.5	0.6000000000000001	42.8507674254033	43.815663286348645	45.26561761924681	47.26745482013384
5.5	17.5	0.7000000000000001	42.621310714854275	43.50219024658488	45.16940254675796	47.098893490902036
5.5	17.5	0.8	42.39761647196268	43.207314544321264	45.07078037077493	46.934198667606864
5.5	17.5	0.9	42.179248934523464	42.92772450795637	44.9705700581033	46.773079705141456
5.5	17.5	1.	41.96582496459349	42.66100174549577	44.86932773989649	46.6152810425242
5.5	18.	0.	45.88684397252983	48.88684397252983	46.88684397252983	49.88684397252983
5.5	18.	0.1	45.608872538652136	47.51527734539829	47.11140750832188	49.68578737894461
5.5	18.	0.2	45.34127140320896	46.91084502767882	47.087086707165206	49.49167002824826
5.5	18.	0.30000000000000004	45.08290803300429	46.43401351715432	47.02631089769914	49.30373675326475
5.5	18.	0.4	44.832843040380034	46.02373602544924	46.948809116991455	49.121361151901404
5.5	18.	0.5	44.59028694587937	45.65628827712659	46.861969350028055	48.94401676223955
5.5	18.	0.6000000000000001	44.354568646862454	45.3194645078078	46.76941884070597	48.771256041593
5.5	18.	0.7000000000000001	44.12511193631343	45.00599146804404	46.673203768217114	48.60269471236119
5.5	18.	0.8	43.901417693421834	44.71111576578042	46.57458159223409	48.43799988906602
5.5	18.	0.9	43.68305015598262	44.431525729415526	46.474371279562455	48.27688092660061
5.5	18.	1.	43.46962618605264	44.16480296695492	46.37312896135565	48.11908226398336
6.	0.	0.	-8.999999999999998	-5.999999999999998	-7.999999999999998	-4.999999999999998
6.	0.	0.1	-9.329599863023562	-7.502514696447447	-7.775209030754187	-5.238464980372053
6.	0.	0.2	-9.644828453210073	-8.167556448120845	-7.820115523917019	-5.467312751804514
6.	0.	0.30000000000000004	-9.947495344251507	-8.693034220889462	-7.903278688076107	-5.687749939070395
6.	0.	0.4	-10.239059566730413	-9.145629660215153	-8.003433437384139	-5.900749468840193
6.	0.	0.5	-10.520717219768734	-9.55127314291975	-8.112723454260916	-6.107108977487918
6.	0.	0.6000000000000001	-10.793463130367106	-9.92331331927835	-8.227352452561966	-6.307491917357186
6.	0.	0.7000000000000001	-11.05813521646106	-10.269708990879515	-8.345216463464865	-6.502457132170878
6.	0.	0.8	-11.31544707443462	-10.595664448383001	-8.465047116574663	-6.692480582078485
6.	0.	0.9	-11.566012373398458	-10.904807433181858	-8.586035249841006	-6.877971606545996
6.	0.	1.	-11.810363429968254	-11.199788517172195	-8.707643499433873	-7.059285307578259
6.	0.5	0.	-7.496198778540836	-4.496198778540836	-6.496198778540836	-3.496198778540836
6.	0.5	0.1	-7.8257986415644005	-5.9987134749882856	-6.271407809295026	-3.734663758912892
6.	0.5	0.2	-8.141027231750911	-6.663755226661682	-6.316314302457857	-3.963511530345353
6.	0.5	0.30000000000000004	-8.443694122792346	-7.1892329994303	-6.399477466616945	-4.1839487176112335
6.	0.5	0.4	-8.735258345271252	-7.641828438755991	-6.499632215924978	-4.396948247381031
6.	0.5	0.5	-9.016915998309575	-8.047471921460588	-6.6089222328017545	-4.603307756028757
6.	0.5	0.6000000000000001	-9.289661908907945	-8.41951209781919	-6.723551231102804	-4.803690695898025
6.	0.5	0.7000000000000001	-9.5543339950019	-8.765907769420355	-6.841415242005704	-4.998655910711717
6.	0.5	0.8	-9.811645852975458	-9.09186322692384	-6.961245895115502	-5.188679360619323
6.	0.5	0.9	-10.062211151939294	-9.401006211722695	-7.082234028381842	-5.374170385086833
6.	0.5	1.	-10.30656220850909	-9.695987295713032	-7.20384227797471	-5.555484086119096
6.	1.	0.	-5.992397557081674	-2.9923975570816737	-4.992397557081674	-1.9923975570816737
6.	1.	0.1	-6.321997420105237	-4.494912253529122	-4.767606587835862	-2.2308625374537288
6.	1.	0.2	-6.637226010291748	-5.159954005202519	-4.812513080998694	-2.45971030888619
6.	1.	0.30000000000000004	-6.939892901333183	-5.685431777971137	-4.895676245157782	-2.6801474961520704
6.	1.	0.4	-7.231457123812088	-6.138027217296828	-4.995830994465815	-2.893147025921868
6.	1.	0.5	-7.5131147768504105	-6.543670700001425	-5.105121011342591	-3.099506534569594
6.	1.	0.6000000000000001	-7.785860687448782	-6.915710876360026	-5.219750009643641	-3.299889474438862
6.	1.	0.7000000000000001	-8.050532773542736	-7.262106547961191	-5.337614020546541	-3.494854689252554
6.	1.	0.8	-8.307844631516295	-7.588062005464677	-5.4574446736563385	-3.68487813916016
6.	1.	0.9	-8.558409930480133	-7.897204990263533	-5.578432806922681	-3.8703691636276716
6.	1.	1.	-8.802760987049929	-8.192186074253868	-5.700041056515548	-4.051682864659934
6.	1.5	0.	-4.488596335622512	-1.4885963356225123	-3.4885963356225123	-0.48859633562251226
6.	1.5	0.1	-4.818196198646076	-2.991111032069961	-3.263805366376701	-0.7270613159945674
6.	1.5	0.2	-5.133424788832587	-3.656152783743358	-3.3087118595395326	-0.9559090874270284
6.	1.5	0.30000000000000004	-5.436091679874021	-4.181630556511975	-3.3918750236986206	-1.176346274692909
6.	1.5	0.4	-5.727655902352927	-4.634225995837666	-3.492029773006654	-1.3893458044627067
6.	1.5	0.5	-6.009313555391249	-5.039869478542264	-3.60131978988343	-1.5957053131104324
6.	1.5	0.6000000000000001	-6.2820594659896205	-5.411909654900865	-3.7159487881844795	-1.7960882529797004
6.	1.5	0.7000000000000001	-6.546731552083575	-5.75830532650203	-3.8338127990873794	-1.9910534677933924
6.	1.5	0.8	-6.804043410057133	-6.084260784005515	-3.953643452197177	-2.1810769177009988
6.	1.5	0.9	-7.054608709020972	-6.3934037688043714	-4.07463158546352	-2.36656794216851
6.	1.5	1.	-7.298959765590768	-6.688384852794708	-4.196239835056387	-2.547881643200773
6.	2.	0.	-2.98479511416335	0.015204885836650028	-1.9847951141633497	1.01520488583665
6.	2.	0.1	-3.3143949771869132	-1.4873098106107987	-1.7600041449175388	0.7767399054645949
6.	2.	0.2	-3.6296235673734243	-2.1523515622841956	-1.8049106380803703	0.5478921340321339
6.	2.	0.30000000000000004	-3.9322904584148595	-2.677829335052813	-1.8880738022394583	0.3274549467662533
6.	2.	0.4	-4.223854680893764	-3.130424774378503	-1.9882285515474907	0.11445541699645645
6.	2.	0.5	-4.505512333932086	-3.536068257083101	-2.0975185684242668	-0.09190409165126923
6.	2.	0.6000000000000001	-4.778258244530459	-3.9081084334417033	-2.212147566725318	-0.29228703152053903
6.	2.	0.7000000000000001	-5.0429303306244115	-4.254504105042867	-2.330011577628216	-0.48725224633422926
6.	2.	0.8	-5.30024218859797	-4.580459562546352	-2.449842230738014	-0.6772756962418356
6.	2.	0.9	-5.5508074875618085	-4.889602547345208	-2.5708303640043564	-0.862766720709347
6.	2.	1.	-5.7951585441316045	-5.184583631335545	-2.692438613597224	-1.0440804217416098
6.	2.5	0.	-1.4809938927041877	1.5190061072958123	-0.48099389270418746	2.5190061072958123
6.	2.5	0.1	-1.810593755727751	0.016491410848363586	-0.2562029234583765	2.280541126923757
6.	2.5	0.2	-2.125822345914262	-0.6485503408250333	-0.30110941662120805	2.051693355491296
6.	2.5	0.30000000000000004	-2.428489236955697	-1.1740281135936508	-0.384272580780296	1.8312561682254156
6.	2.5	0.4	-2.7200534594346024	-1.6266235529193418	-0.4844273300883293	1.6182566384556178
6.	2.5	0.5	-3.0017111124729245	-2.0322670356239394	-0.5937173469651054	1.4118971298078922
6.	2.5	0.6000000000000001	-3.274457023071296	-2.40430721198254	-0.7083463452661549	1.2115141899386241
6.	2.5	0.7000000000000001	-3.53912910916525	-2.7507028835837053	-0.8262103561690548	1.0165489751249321
6.	2.5	0.8	-3.7964409671388086	-3.0766583410871906	-0.9460410092788525	0.8265255252173258
6.	2.5	0.9	-4.047006266102647	-3.385801325886047	-1.067029142545195	0.6410345007498144
6.	2.5	1.	-4.291357322672443	-3.6807824098763833	-1.1886373921380624	0.45972079971755164
6.	3.	0.	0.02280732875497365	3.0228073287549737	1.022807328754974	4.022807328754974
6.	3.	0.1	-0.30679253426858955	1.520292632307525	1.247598298000785	3.7843423483829186
6.	3.	0.2	-0.6220211244551006	0.8552508806341281	1.2026918048379533	3.5554945769504576
6.	3.	0.30000000000000004	-0.9246880154965358	0.3297731078655106	1.1195286406788654	3.335057389684577
6.	3.	0.4	-1.216252237975441	-0.1228223314601804	1.0193738913708321	3.1220578599147792
6.	3.	0.5	-1.4979098910137632	-0.528465814164778	0.910083874494056	2.9156983512670536
6.	3.	0.6000000000000001	-1.7706558016121345	-0.9005059905233788	0.7954548761930065	2.7153154113977855
6.	3.	0.7000000000000001	-2.0353278877060887	-1.246901662124544	0.6775908652901066	2.5203501965840935
6.	3.	0.8	-2.2926397456796472	-1.5728571196280292	0.5577602121803089	2.330326746676487
6.	3.	0.9	-2.5432050446434857	-1.8820001044268855	0.4367720789139664	2.144835722208976
6.	3.	1.	-2.7875561012132817	-2.176981188417222	0.315163829321099	1.963522021176713
6.	3.5	0.	1.5266085502141369	4.526608550214137	2.526608550214137	5.526608550214137
6.	3.5	0.1	1.1970086871905736	3.024093853766688	2.751399519459948	5.288143569842082
6.	3.5	0.2	0.8817800970040626	2.3590521020932913	2.7064930262971165	5.059295798409621
6.	3.5	0.30000000000000004	0.5791132059626274	1.8335743293246738	2.6233298621380285	4.83885861114374
6.	3.5	0.4	0.28754898348372215	1.3809788899989828	2.5231751128299953	4.625859081373942
6.	3.5	0.5	0.005891330445400023	0.9753354072943852	2.413885095953219	4.419499572726217
6.	3.5	0.6000000000000001	-0.26685458015297137	0.6032952309357844	2.2992560976521697	4.219116632856949
6.	3.5	0.7000000000000001	-0.5315266662469256	0.2568995593346193	2.1813920867492698	4.024151418043257
6.	3.5	0.8	-0.7888385242204841	-0.06905589816886604	2.061561433639472	3.8341279681356504
6.	3.5	0.9	-1.0394038231843226	-0.3781988829677223	1.9405733003731296	3.648636943668139
6.	3.5	1.	-1.2837548797541185	-0.6731799669580587	1.8189650507802622	3.467323242635876
6.	4.	0.	3.0304097716732983	6.030409771673298	4.030409771673298	7.030409771673298
6.	4.	0.1	2.700809908649735	4.5278950752258496	4.2552007409191095	6.791944791301243
6.	4.	0.2	2.385581318463224	3.8628533235524527	4.210294247756278	6.563097019868782
6.	4.	0.30000000000000004	2.082914427421789	3.337375550783835	4.12713108359719	6.342659832602902
6.	4.	0.4	1.7913502049428836	2.884780111458144	4.026976334289157	6.129660302833104
6.	4.	0.5	1.5096925519045614	2.4791366287535466	3.9176863174123806	5.923300794185378
6.	4.	0.6000000000000001	1.23694664130619	2.107096452394946	3.803057319111331	5.72291785431611
6.	4.	0.7000000000000001	0.9722745552122358	1.7607007807937807	3.685193308208431	5.527952639502418
6.	4.	0.8	0.7149626972386773	1.4347453232902954	3.5653626550986335	5.337929189594812
6.	4.	0.9	0.46439739827483884	1.125602338491439	3.444374521832291	5.1524381651273
6.	4.	1.	0.2200463417050429	0.8306212545011027	3.3227662722394236	4.971124464095038
6.	4.5	0.	4.53421099313246	7.53421099313246	5.53421099313246	8.53421099313246
6.	4.5	0.1	4.204611130108896	6.031696296685011	5.759001962378271	8.295746012760404
6.	4.5	0.2	3.8893825399223854	5.366654545011614	5.714095469215439	8.066898241327944
6.	4.5	0.30000000000000004	3.58671564888095	4.841176772242997	5.630932305056351	7.846461054062063
6.	4.5	0.4	3.295151426402045	4.388581332917306	5.530777555748318	7.633461524292265
6.	4.5	0.5	3.013493773363723	3.982937850212708	5.421487538871542	7.4271020156445395
6.	4.5	0.6000000000000001	2.7407478627653514	3.610897673854107	5.306858540570492	7.2267190757752715
6.	4.5	0.7000000000000001	2.476075776671397	3.264502002252942	5.188994529667593	7.0317538609615795
6.	4.5	0.8	2.2187639186978387	2.9385465447494568	5.069163876557795	6.841730411053973
6.	4.5	0.9	1.9681986197340002	2.6294035599506005	4.948175743291452	6.656239386586462
6.	4.5	1.	1.7238475631642043	2.334422475960264	4.826567493698585	6.474925685554199
6.	5.	0.	6.038012214591623	9.038012214591623	7.038012214591623	10.038012214591623
6.	5.	0.1	5.708412351568059	7.535497518144174	7.262803183837434	9.799547234219567
6.	5.	0.2	5.3931837613815485	6.870455766470777	7.2178966906746025	9.570699462787108
6.	5.	0.30000000000000004	5.090516870340114	6.34497799370216	7.1347335265155145	9.350262275521226
6.	5.	0.4	4.798952647861208	5.892382554376469	7.034578777207481	9.137262745751428
6.	5.	0.5	4.517294994822886	5.486739071671871	6.925288760330705	8.930903237103703
6.	5.	0.6000000000000001	4.244549084224515	5.11469889531327	6.810659762029656	8.730520297234435
6.	5.	0.7000000000000001	3.9798769981305604	4.768303223712105	6.692795751126756	8.535555082420743
6.	5.	0.8	3.722565140157002	4.44234776620862	6.572965098016958	8.345531632513136
6.	5.	0.9	3.4719998411931634	4.133204781409764	6.4519769647506156	8.160040608045625
6.	5.	1.	3.2276487846233675	3.8382236974194273	6.330368715157748	7.978726907013362
6.	5.5	0.	7.5418134360507825	10.541813436050782	8.541813436050782	11.541813436050782
6.	5.5	0.1	7.212213573027219	9.039298739603334	8.766604405296594	11.303348455678726
6.	5.5	0.2	6.896984982840708	8.374256987929936	8.721697912133763	11.074500684246267
6.	5.5	0.30000000000000004	6.594318091799273	7.848779215161319	8.638534747974674	10.854063496980386
6.	5.5	0.4	6.302753869320368	7.396183775835628	8.538379998666642	10.641063967210588
6.	5.5	0.5	6.021096216282046	6.990540293131031	8.429089981789865	10.434704458562862
6.	5.5	0.6000000000000001	5.748350305683674	6.61850011677243	8.314460983488814	10.234321518693594
6.	5.5	0.7000000000000001	5.48367821958972	6.272104445171265	8.196596972585915	10.039356303879902
6.	5.5	0.8	5.2263663616161615	5.9461489876677796	8.076766319476118	9.849332853972296
6.	5.5	0.9	4.975801062652323	5.637006002868923	7.955778186209775	9.663841829504785
6.	5.5	1.	4.731450006082527	5.342024918878587	7.834169936616908	9.482528128472522
6.	6.	0.	9.045614657509946	12.045614657509946	10.045614657509946	13.045614657509946
6.	6.	0.1	8.716014794486382	10.543099961062497	10.270405626755757	12.80714967713789
6.	6.	0.2	8.400786204299871	9.8780582093891	10.225499133592926	12.57830190570543
6.	6.	0.30000000000000004	8.098119313258437	9.352580436620482	10.142335969433837	12.357864718439549
6.	6.	0.4	7.806555090779531	8.89998499729479	10.042181220125805	12.144865188669751
6.	6.	0.5	7.524897437741209	8.494341514590193	9.932891203249028	11.938505680022026
6.	6.	0.6000000000000001	7.252151527142837	8.122301338231594	9.818262204947978	11.738122740152757
6.	6.	0.7000000000000001	6.987479441048883	7.775905666630428	9.700398194045079	11.543157525339065
6.	6.	0.8	6.730167583075325	7.449950209126943	9.58056754093528	11.35313407543146
6.	6.	0.9	6.479602284111486	7.1408072243280865	9.459579407668938	11.167643050963948
6.	6.	1.	6.23525122754169	6.84582614033775	9.337971158076071	10.986329349931685
6.	6.5	0.	10.549415878969109	13.549415878969109	11.549415878969109	14.549415878969109
6.	6.5	0.1	10.219816015945545	12.04690118252166	11.77420684821492	14.310950898597053
6.	6.5	0.2	9.904587425759035	11.381859430848262	11.72930035505209	14.082103127164594
6.	6.5	0.30000000000000004	9.6019205347176	10.856381658079645	11.646137190893	13.861665939898712
6.	6.5	0.4	9.310356312238694	10.403786218753954	11.545982441584968	13.648666410128914
6.	6.5	0.5	9.028698659200373	9.998142736049356	11.436692424708191	13.442306901481189
6.	6.5	0.6000000000000001	8.755952748602	9.626102559690757	11.32206342640714	13.24192396161192
6.	6.5	0.7000000000000001	8.491280662508046	9.279706888089592	11.204199415504242	13.046958746798229
6.	6.5	0.8	8.233968804534488	8.953751430586106	11.084368762394444	12.856935296890622
6.	6.5	0.9	7.983403505570649	8.644608445787249	10.963380629128102	12.671444272423111
6.	6.5	1.	7.739052449000853	8.349627361796912	10.841772379535234	12.490130571390848
6.	7.	0.	12.053217100428272	15.053217100428272	13.053217100428272	16.05321710042827
6.	7.	0.1	11.723617237404708	13.550702403980823	13.278008069674083	15.814752120056216
6.	7.	0.2	11.408388647218198	12.885660652307426	13.233101576511253	15.585904348623757
6.	7.	0.30000000000000004	11.105721756176763	12.360182879538808	13.149938412352164	15.365467161357875
6.	7.	0.4	10.814157533697857	11.907587440213117	13.049783663044131	15.152467631588078
6.	7.	0.5	10.532499880659536	11.50194395750852	12.940493646167354	14.946108122940352
6.	7.	0.6000000000000001	10.259753970061164	11.12990378114992	12.825864647866304	14.745725183071084
6.	7.	0.7000000000000001	9.99508188396721	10.783508109548755	12.708000636963405	14.550759968257392
6.	7.	0.8	9.737770025993651	10.457552652045269	12.588169983853607	14.360736518349785
6.	7.	0.9	9.487204727029813	10.148409667246412	12.467181850587265	14.175245493882274
6.	7.	1.	9.242853670460017	9.853428583256076	12.345573600994397	13.993931792850011
6.	7.5	0.	13.557018321887435	16.557018321887433	14.557018321887435	17.557018321887433
6.	7.5	0.1	13.227418458863871	15.054503625439986	14.781809291133246	17.31855334151538
6.	7.5	0.2	12.91218986867736	14.389461873766589	14.736902797970416	17.08970557008292
6.	7.5	0.30000000000000004	12.609522977635926	13.863984100997971	14.653739633811327	16.86926838281704
6.	7.5	0.4	12.31795875515702	13.41138866167228	14.553584884503294	16.65626885304724
6.	7.5	0.5	12.0363011021187	13.005745178967683	14.444294867626517	16.449909344399515
6.	7.5	0.6000000000000001	11.763555191520327	12.633705002609084	14.329665869325467	16.249526404530247
6.	7.5	0.7000000000000001	11.498883105426373	12.287309331007918	14.211801858422568	16.054561189716555
6.	7.5	0.8	11.241571247452814	11.961353873504432	14.09197120531277	15.864537739808949
