#ErIR	ErGR	alpha	band0Bot	band0Top	band1Bot	band1Top
0.5	3.	0.2	8.268121429776624	11.10393852461343	9.325191734772694	12.269422982968077
0.5	3.	0.30000000000000004	8.26577967975998	11.065668556603368	9.335996583215707	12.267731612371882
0.5	3.	0.4	8.263438728244163	11.033315836457806	9.344829541691446	12.266040775875377
0.5	3.	0.5	8.261098574370285	11.00474484316912	9.352402449966805	12.264350472905914
0.5	3.	0.6000000000000001	8.258759217281149	10.978860323579813	9.35908039186008	12.262660702891885
0.5	3.	0.7000000000000001	8.256420656120735	10.955011630737626	9.365080249121801	12.260971465262607
0.5	3.	0.8	8.25408289003528	10.932774821602855	9.3705433355331	12.259282759448766
0.5	3.	0.9	8.25174591817171	10.911855417037295	9.375567810241826	12.257594584881641
0.5	3.	1.	8.249409739679187	10.892039003275382	9.380225143939747	12.25590694099378
0.5	3.5	0.	9.776608550214135	12.776608550214135	10.776608550214135	13.776608550214135
0.5	3.5	0.1	9.774265200613312	12.657440090755669	10.814378508788124	13.774916109696608
0.5	3.5	0.2	9.771922651235787	12.607739746072593	10.828992956231858	13.77322420442724
0.5	3.5	0.30000000000000004	9.769580901219143	12.569469778062533	10.839797804674872	13.771532833831046
0.5	3.5	0.4	9.767239949703326	12.53711705791697	10.84863076315061	13.769841997334538
0.5	3.5	0.5	9.764899795829447	12.508546064628282	10.856203671425966	13.768151694365075
0.5	3.5	0.6000000000000001	9.762560438740312	12.482661545038976	10.862881613319242	13.766461924351049
0.5	3.5	0.7000000000000001	9.760221877579898	12.458812852196788	10.868881470580963	13.76477268672177
0.5	3.5	0.8	9.757884111494443	12.436576043062018	10.874344556992263	13.763083980907929
0.5	3.5	0.9	9.755547139630874	12.415656638496458	10.879369031700989	13.761395806340804
0.5	3.5	1.	9.75321096113835	12.395840224734545	10.88402636539891	13.759708162452943
0.5	4.	0.	11.280409771673297	14.280409771673297	12.280409771673297	15.280409771673297
0.5	4.	0.1	11.278066422072474	14.16124131221483	12.318179730247286	15.278717331155772
0.5	4.	0.2	11.275723872694948	14.111540967531752	12.332794177691019	15.2770254258864
0.5	4.	0.30000000000000004	11.273382122678306	14.073270999521693	12.343599026134033	15.275334055290209
0.5	4.	0.4	11.271041171162487	14.04091827937613	12.352431984609769	15.273643218793701
0.5	4.	0.5	11.26870101728861	14.012347286087445	12.36000489288513	15.271952915824238
0.5	4.	0.6000000000000001	11.266361660199475	13.986462766498137	12.366682834778404	15.27026314581021
0.5	4.	0.7000000000000001	11.264023099039061	13.962614073655951	12.372682692040126	15.268573908180933
0.5	4.	0.8	11.261685332953604	13.94037726452118	12.378145778451424	15.266885202367092
0.5	4.	0.9	11.259348361090034	13.91945785995562	12.38317025316015	15.265197027799966
0.5	4.	1.	11.257012182597514	13.899641446193707	12.387827586858071	15.263509383912105
0.5	4.5	0.	12.784210993132458	15.784210993132458	13.784210993132458	16.784210993132458
0.5	4.5	0.1	12.781867643531635	15.665042533673992	13.821980951706447	16.78251855261493
0.5	4.5	0.2	12.77952509415411	15.615342188990915	13.83659539915018	16.780826647345563
0.5	4.5	0.30000000000000004	12.777183344137466	15.577072220980856	13.847400247593194	16.77913527674937
0.5	4.5	0.4	12.774842392621649	15.544719500835292	13.856233206068932	16.77744444025286
0.5	4.5	0.5	12.77250223874777	15.516148507546605	13.863806114344289	16.7757541372834
0.5	4.5	0.6000000000000001	12.770162881658635	15.490263987957299	13.870484056237565	16.77406436726937
0.5	4.5	0.7000000000000001	12.767824320498221	15.46641529511511	13.876483913499285	16.772375129640093
0.5	4.5	0.8	12.765486554412766	15.444178485980341	13.881946999910586	16.770686423826252
0.5	4.5	0.9	12.763149582549197	15.42325908141478	13.886971474619312	16.768998249259127
0.5	4.5	1.	12.760813404056673	15.403442667652868	13.891628808317233	16.767310605371264
0.5	5.	0.	14.288012214591621	17.28801221459162	15.288012214591621	18.28801221459162
0.5	5.	0.1	14.285668864990798	17.168843755133157	15.32578217316561	18.286319774074094
0.5	5.	0.2	14.283326315613273	17.11914341045008	15.340396620609344	18.284627868804726
0.5	5.	0.30000000000000004	14.28098456559663	17.08087344244002	15.351201469052357	18.28293649820853
0.5	5.	0.4	14.278643614080812	17.048520722294455	15.360034427528095	18.281245661712024
0.5	5.	0.5	14.276303460206933	17.019949729005766	15.367607335803452	18.279555358742563
0.5	5.	0.6000000000000001	14.273964103117798	16.994065209416462	15.374285277696728	18.277865588728535
0.5	5.	0.7000000000000001	14.271625541957384	16.970216516574276	15.380285134958449	18.276176351099256
0.5	5.	0.8	14.269287775871929	16.947979707439504	15.385748221369749	18.274487645285415
0.5	5.	0.9	14.26695080400836	16.927060302873944	15.390772696078475	18.27279947071829
0.5	5.	1.	14.264614625515836	16.90724388911203	15.395430029776396	18.271111826830428
0.5	5.5	0.	15.79181343605078	18.79181343605078	16.79181343605078	19.79181343605078
0.5	5.5	0.1	15.789470086449958	18.672644976592316	16.82958339462477	19.790120995533254
0.5	5.5	0.2	15.787127537072433	18.622944631909238	16.844197842068503	19.788429090263886
0.5	5.5	0.30000000000000004	15.784785787055789	18.58467466389918	16.855002690511515	19.78673771966769
0.5	5.5	0.4	15.782444835539971	18.552321943753615	16.863835648987255	19.785046883171184
0.5	5.5	0.5	15.780104681666092	18.52375095046493	16.871408557262612	19.78335658020172
0.5	5.5	0.6000000000000001	15.777765324576958	18.49786643087562	16.878086499155888	19.781666810187694
0.5	5.5	0.7000000000000001	15.775426763416544	18.474017738033435	16.88408635641761	19.779977572558415
0.5	5.5	0.8	15.773088997331088	18.451780928898664	16.88954944282891	19.778288866744575
0.5	5.5	0.9	15.77075202546752	18.430861524333103	16.894573917537635	19.77660069217745
0.5	5.5	1.	15.768415846974996	18.41104511057119	16.899231251235555	19.77491304828959
0.5	6.	0.	17.295614657509944	20.295614657509944	18.295614657509944	21.295614657509944
0.5	6.	0.1	17.293271307909123	20.17644619805148	18.333384616083933	21.293922216992417
0.5	6.	0.2	17.290928758531592	20.126745853368398	18.347999063527666	21.292230311723046
0.5	6.	0.30000000000000004	17.288587008514952	20.08847588535834	18.35880391197068	21.290538941126854
0.5	6.	0.4	17.286246056999136	20.05612316521278	18.367636870446418	21.28884810463035
0.5	6.	0.5	17.283905903125255	20.027552171924093	18.375209778721775	21.287157801660882
0.5	6.	0.6000000000000001	17.28156654603612	20.00166765233478	18.381887720615047	21.285468031646857
0.5	6.	0.7000000000000001	17.279227984875707	19.9778189594926	18.38788757787677	21.28377879401758
0.5	6.	0.8	17.27689021879025	19.955582150357827	18.39335066428807	21.282090088203738
0.5	6.	0.9	17.27455324692668	19.934662745792266	18.398375138996798	21.28040191363661
0.5	6.	1.	17.27221706843416	19.914846332030354	18.40303247269472	21.278714269748754
0.5	6.5	0.	18.799415878969107	21.799415878969107	19.799415878969107	22.799415878969107
0.5	6.5	0.1	18.797072529368286	21.680247419510643	19.837185837543096	22.79772343845158
0.5	6.5	0.2	18.794729979990755	21.63054707482756	19.85180028498683	22.79603153318221
0.5	6.5	0.30000000000000004	18.792388229974115	21.5922771068175	19.86260513342984	22.794340162586018
0.5	6.5	0.4	18.7900472784583	21.559924386671945	19.87143809190558	22.792649326089514
0.5	6.5	0.5	18.78770712458442	21.531353393383256	19.879011000180938	22.790959023120045
0.5	6.5	0.6000000000000001	18.785367767495284	21.505468873793944	19.88568894207421	22.78926925310602
0.5	6.5	0.7000000000000001	18.78302920633487	21.48162018095176	19.891688799335935	22.787580015476742
0.5	6.5	0.8	18.780691440249413	21.45938337181699	19.897151885747235	22.7858913096629
0.5	6.5	0.9	18.778354468385842	21.43846396725143	19.90217636045596	22.784203135095773
0.5	6.5	1.	18.776018289893322	21.418647553489517	19.90683369415388	22.782515491207917
0.5	7.	0.	20.30321710042827	23.30321710042827	21.30321710042827	24.30321710042827
0.5	7.	0.1	20.30087375082745	23.184048640969806	21.34098705900226	24.301524659910744
0.5	7.	0.2	20.29853120144992	23.134348296286724	21.355601506445993	24.299832754641372
0.5	7.	0.30000000000000004	20.29618945143328	23.096078328276665	21.366406354889005	24.29814138404518
0.5	7.	0.4	20.293848499917463	23.063725608131108	21.375239313364744	24.296450547548677
0.5	7.	0.5	20.29150834604358	23.03515461484242	21.3828122216401	24.29476024457921
0.5	7.	0.6000000000000001	20.289168988954447	23.009270095253108	21.389490163533374	24.293070474565184
0.5	7.	0.7000000000000001	20.286830427794033	22.985421402410925	21.395490020795098	24.291381236935905
0.5	7.	0.8	20.284492661708576	22.963184593276154	21.400953107206398	24.289692531122064
0.5	7.	0.9	20.282155689845005	22.942265188710593	21.405977581915124	24.288004356554936
0.5	7.	1.	20.279819511352486	22.92244877494868	21.410634915613045	24.28631671266708
0.5	7.5	0.	21.807018321887433	24.807018321887433	22.807018321887433	25.807018321887433
0.5	7.5	0.1	21.804674972286612	24.68784986242897	22.844788280461422	25.805325881369907
0.5	7.5	0.2	21.802332422909082	24.638149517745887	22.859402727905156	25.803633976100535
0.5	7.5	0.30000000000000004	21.79999067289244	24.599879549735828	22.870207576348168	25.801942605504344
0.5	7.5	0.4	21.797649721376626	24.56752682959027	22.879040534823908	25.80025176900784
0.5	7.5	0.5	21.795309567502745	24.538955836301582	22.886613443099264	25.79856146603837
0.5	7.5	0.6000000000000001	21.79297021041361	24.51307131671227	22.893291384992537	25.796871696024347
0.5	7.5	0.7000000000000001	21.790631649253196	24.489222623870088	22.89929124225426	25.795182458395068
0.5	7.5	0.8	21.78829388316774	24.466985814735317	22.90475432866556	25.793493752581227
0.5	7.5	0.9	21.78595691130417	24.446066410169756	22.909778803374287	25.7918055780141
0.5	7.5	1.	21.78362073281165	24.426249996407844	22.914436137072208	25.790117934126243
0.5	8.	0.	23.310819543346593	26.310819543346593	24.310819543346593	27.310819543346593
0.5	8.	0.1	23.30847619374577	26.19165108388813	24.348589501920582	27.309127102829066
0.5	8.	0.2	23.306133644368245	26.14195073920505	24.36320394936432	27.3074351975597
0.5	8.	0.30000000000000004	23.3037918943516	26.103680771194988	24.374008797807328	27.305743826963504
0.5	8.	0.4	23.301450942835785	26.071328051049427	24.382841756283067	27.304052990467
0.5	8.	0.5	23.299110788961904	26.04275705776074	24.390414664558424	27.302362687497535
0.5	8.	0.6000000000000001	23.29677143187277	26.016872538171434	24.397092606451697	27.300672917483503
0.5	8.	0.7000000000000001	23.294432870712356	25.993023845329247	24.40309246371342	27.298983679854228
0.5	8.	0.8	23.292095104626902	25.970787036194476	24.40855555012472	27.297294974040387
0.5	8.	0.9	23.289758132763332	25.94986763162892	24.41358002483345	27.295606799473262
0.5	8.	1.	23.28742195427081	25.930051217867003	24.418237358531368	27.2939191555854
0.5	8.5	0.	24.814620764805753	27.814620764805753	25.814620764805753	28.814620764805753
0.5	8.5	0.1	24.81227741520493	27.69545230534729	25.85239072337974	28.812928324288226
0.5	8.5	0.2	24.8099348658274	27.645751960664207	25.867005170823475	28.811236419018854
0.5	8.5	0.30000000000000004	24.80759311581076	27.607481992654147	25.877810019266487	28.809545048422663
0.5	8.5	0.4	24.805252164294945	27.57512927250859	25.886642977742227	28.80785421192616
0.5	8.5	0.5	24.802912010421064	27.5465582792199	25.894215886017584	28.80616390895669
0.5	8.5	0.6000000000000001	24.80057265333193	27.52067375963059	25.900893827910856	28.804474138942666
0.5	8.5	0.7000000000000001	24.798234092171516	27.496825066788407	25.90689368517258	28.802784901313387
0.5	8.5	0.8	24.79589632608606	27.474588257653636	25.91235677158388	28.801096195499547
0.5	8.5	0.9	24.793559354222488	27.453668853088075	25.917381246292607	28.799408020932418
0.5	8.5	1.	24.791223175729968	27.433852439326163	25.922038579990527	28.797720377044563
0.5	9.	0.	26.318421986264916	29.318421986264916	27.318421986264916	30.318421986264916
0.5	9.	0.1	26.316078636664095	29.19925352680645	27.356191944838905	30.31672954574739
0.5	9.	0.2	26.313736087286564	29.14955318212337	27.37080639228264	30.315037640478018
0.5	9.	0.30000000000000004	26.311394337269924	29.11128321411331	27.38161124072565	30.313346269881826
0.5	9.	0.4	26.30905338575411	29.078930493967754	27.39044419920139	30.311655433385322
0.5	9.	0.5	26.306713231880227	29.050359500679065	27.398017107476747	30.309965130415854
0.5	9.	0.6000000000000001	26.304373874791093	29.024474981089753	27.40469504937002	30.30827536040183
0.5	9.	0.7000000000000001	26.30203531363068	29.00062628824757	27.410694906631743	30.30658612277255
0.5	9.	0.8	26.29969754754522	28.9783894791128	27.416157993043043	30.30489741695871
0.5	9.	0.9	26.29736057568165	28.95747007454724	27.42118246775177	30.30320924239158
0.5	9.	1.	26.29502439718913	28.937653660785326	27.42583980144969	30.301521598503726
0.5	9.5	0.	27.822223207724083	30.822223207724083	28.822223207724083	31.822223207724083
0.5	9.5	0.1	27.819879858123258	30.703054748265618	28.85999316629807	31.820530767206556
0.5	9.5	0.2	27.817537308745734	30.65335440358254	28.87460761374181	31.818838861937188
0.5	9.5	0.30000000000000004	27.81519555872909	30.615084435572477	28.885412462184817	31.817147491340993
0.5	9.5	0.4	27.812854607213275	30.582731715426917	28.894245420660557	31.81545665484449
0.5	9.5	0.5	27.810514453339394	30.554160722138228	28.901818328935914	31.813766351875024
0.5	9.5	0.6000000000000001	27.80817509625026	30.528276202548923	28.908496270829186	31.812076581860993
0.5	9.5	0.7000000000000001	27.805836535089846	30.504427509706737	28.91449612809091	31.810387344231717
0.5	9.5	0.8	27.803498769004392	30.482190700571966	28.91995921450221	31.808698638417876
0.5	9.5	0.9	27.80116179714082	30.46127129600641	28.92498368921094	31.80701046385075
0.5	9.5	1.	27.798825618648298	30.441454882244493	28.929641022908857	31.80532281996289
0.5	10.	0.	29.326024429183242	32.32602442918324	30.326024429183242	33.32602442918324
0.5	10.	0.1	29.32368107958242	32.20685596972478	30.36379438775723	33.32433198866572
0.5	10.	0.2	29.32133853020489	32.157155625041696	30.378408835200965	33.322640083396344
0.5	10.	0.30000000000000004	29.31899678018825	32.11888565703164	30.389213683643977	33.32094871280015
0.5	10.	0.4	29.316655828672435	32.08653293688608	30.398046642119716	33.319257876303645
0.5	10.	0.5	29.314315674798554	32.05796194359739	30.405619550395073	33.31756757333418
0.5	10.	0.6000000000000001	29.31197631770942	32.03207742400808	30.412297492288346	33.315877803320156
0.5	10.	0.7000000000000001	29.309637756549005	32.00822873116589	30.41829734955007	33.31418856569088
0.5	10.	0.8	29.307299990463548	31.985991922031126	30.42376043596137	33.312499859877036
0.5	10.	0.9	29.304963018599977	31.965072517465565	30.428784910670096	33.31081168530991
0.5	10.	1.	29.302626840107457	31.945256103703652	30.433442244368017	33.30912404142205
0.5	10.5	0.	30.829825650642405	33.829825650642405	31.829825650642405	34.829825650642405
0.5	10.5	0.1	30.827482301041584	33.71065719118394	31.867595609216394	34.82813321012488
0.5	10.5	0.2	30.825139751664054	33.66095684650086	31.882210056660128	34.82644130485551
0.5	10.5	0.30000000000000004	30.822798001647413	33.6226868784908	31.89301490510314	34.824749934259316
0.5	10.5	0.4	30.820457050131598	33.59033415834524	31.90184786357888	34.82305909776281
0.5	10.5	0.5	30.818116896257717	33.561763165056554	31.909420771854236	34.821368794793344
0.5	10.5	0.6000000000000001	30.815777539168582	33.53587864546724	31.91609871374751	34.81967902477932
0.5	10.5	0.7000000000000001	30.81343897800817	33.512029952625056	31.922098571009233	34.81798978715004
0.5	10.5	0.8	30.81110121192271	33.48979314349029	31.927561657420533	34.8163010813362
0.5	10.5	0.9	30.80876424005914	33.46887373892473	31.93258613212926	34.81461290676907
0.5	10.5	1.	30.80642806156662	33.44905732516281	31.93724346582718	34.812925262881215
0.5	11.	0.	32.33362687210156	35.33362687210156	33.33362687210156	36.33362687210156
0.5	11.	0.1	32.33128352250073	35.21445841264309	33.37139683067555	36.33193443158403
0.5	11.	0.2	32.32894097312321	35.164758067960015	33.386011278119284	36.33024252631466
0.5	11.	0.30000000000000004	32.32659922310657	35.12648809994996	33.39681612656229	36.32855115571847
0.5	11.	0.4	32.32425827159075	35.0941353798044	33.405649085038036	36.326860319221964
0.5	11.	0.5	32.321918117716876	35.06556438651571	33.41322199331339	36.3251700162525
0.5	11.	0.6000000000000001	32.319578760627735	35.0396798669264	33.419899935206665	36.323480246238475
0.5	11.	0.7000000000000001	32.31724019946732	35.01583117408421	33.42589979246839	36.321791008609196
0.5	11.	0.8	32.31490243338187	34.993594364949445	33.43136287887969	36.320102302795355
0.5	11.	0.9	32.3125654615183	34.972674960383884	33.436387353588415	36.31841412822823
0.5	11.	1.	32.31022928302578	34.95285854662197	33.441044687286336	36.31672648434037
0.5	11.5	0.	33.83742809356073	36.83742809356073	34.83742809356073	37.83742809356073
0.5	11.5	0.1	33.835084743959904	36.71825963410226	34.87519805213472	37.8357356530432
0.5	11.5	0.2	33.83274219458238	36.668559289419186	34.889812499578454	37.83404374777383
0.5	11.5	0.30000000000000004	33.83040044456574	36.63028932140913	34.90061734802147	37.83235237717764
0.5	11.5	0.4	33.82805949304992	36.59793660126357	34.909450306497206	37.830661540681135
0.5	11.5	0.5	33.82571933917605	36.56936560797488	34.91702321477257	37.82897123771168
0.5	11.5	0.6000000000000001	33.823379982086905	36.54348108838557	34.923701156665835	37.827281467697645
0.5	11.5	0.7000000000000001	33.82104142092649	36.51963239554338	34.92970101392756	37.82559223006837
0.5	11.5	0.8	33.81870365484104	36.497395586408615	34.93516410033885	37.823903524254526
0.5	11.5	0.9	33.81636668297747	36.476476181843054	34.940188575047586	37.8222153496874
0.5	11.5	1.	33.81403050448495	36.45665976808114	34.944845908745506	37.82052770579954
0.5	12.	0.	35.34122931501989	38.34122931501989	36.34122931501989	39.34122931501989
0.5	12.	0.1	35.33888596541906	38.222060855561416	36.37899927359388	39.33953687450236
0.5	12.	0.2	35.336543416041536	38.17236051087834	36.39361372103761	39.33784496923299
0.5	12.	0.30000000000000004	35.334201666024896	38.134090542868286	36.404418569480626	39.3361535986368
0.5	12.	0.4	35.33186071450908	38.101737822722725	36.41325152795636	39.33446276214029
0.5	12.	0.5	35.3295205606352	38.07316682943404	36.420824436231726	39.33277245917083
0.5	12.	0.6000000000000001	35.32718120354606	38.047282309844725	36.42750237812499	39.3310826891568
0.5	12.	0.7000000000000001	35.32484264238565	38.02343361700254	36.43350223538672	39.32939345152752
0.5	12.	0.8	35.322504876300194	38.00119680786777	36.43896532179801	39.32770474571368
0.5	12.	0.9	35.32016790443662	37.98027740330221	36.44398979650674	39.32601657114655
0.5	12.	1.	35.3178317259441	37.960460989540294	36.44864713020466	39.3243289272587
0.5	12.5	0.	36.84503053647905	39.84503053647905	37.84503053647905	40.84503053647905
0.5	12.5	0.1	36.84268718687822	39.72586207702058	37.88280049505304	40.84333809596152
0.5	12.5	0.2	36.8403446375007	39.676161732337505	37.89741494249677	40.84164619069215
0.5	12.5	0.30000000000000004	36.83800288748406	39.63789176432745	37.90821979093979	40.83995482009596
0.5	12.5	0.4	36.83566193596824	39.60553904418189	37.917052749415525	40.838263983599454
0.5	12.5	0.5	36.833321782094366	39.5769680508932	37.92462565769089	40.836573680629996
0.5	12.5	0.6000000000000001	36.830982425005224	39.55108353130389	37.931303599584155	40.834883910615964
0.5	12.5	0.7000000000000001	36.82864386384481	39.5272348384617	37.93730345684588	40.833194672986686
0.5	12.5	0.8	36.826306097759364	39.50499802932694	37.94276654325718	40.83150596717285
0.5	12.5	0.9	36.823969125895786	39.48407862476137	37.947791017965905	40.829817792605716
0.5	12.5	1.	36.821632947403266	39.46426221099946	37.952448351663826	40.82813014871786
0.5	13.	0.	38.348831757938214	41.348831757938214	39.348831757938214	42.348831757938214
0.5	13.	0.1	38.346488408337386	41.22966329847974	39.3866017165122	42.347139317420684
0.5	13.	0.2	38.34414585895986	41.17996295379667	39.40121616395594	42.345447412151316
0.5	13.	0.30000000000000004	38.34180410894322	41.14169298578661	39.41202101239895	42.343756041555125
0.5	13.	0.4	38.3394631574274	41.10934026564105	39.42085397087469	42.34206520505862
0.5	13.	0.5	38.33712300355353	41.08076927235236	39.42842687915005	42.34037490208916
0.5	13.	0.6000000000000001	38.33478364646439	41.05488475276305	39.43510482104332	42.33868513207513
0.5	13.	0.7000000000000001	38.33244508530397	41.031036059920865	39.441104678305045	42.33699589444585
0.5	13.	0.8	38.33010731921852	41.0087992507861	39.446567764716335	42.33530718863201
0.5	13.	0.9	38.32777034735495	40.98787984622054	39.45159223942507	42.33361901406488
0.5	13.	1.	38.32543416886243	40.96806343245862	39.45624957312299	42.331931370177024
0.5	13.5	0.	39.85263297939738	42.85263297939738	40.85263297939738	43.85263297939738
0.5	13.5	0.1	39.85028962979655	42.733464519938906	40.890402937971366	43.85094053887985
0.5	13.5	0.2	39.847947080419026	42.68376417525583	40.9050173854151	43.84924863361048
0.5	13.5	0.30000000000000004	39.845605330402385	42.645494207245775	40.915822233858115	43.84755726301429
0.5	13.5	0.4	39.843264378886566	42.613141487100215	40.92465519233385	43.84586642651778
0.5	13.5	0.5	39.84092422501269	42.584570493811526	40.932228100609215	43.84417612354832
0.5	13.5	0.6000000000000001	39.83858486792355	42.558685974222215	40.93890604250248	43.84248635353429
0.5	13.5	0.7000000000000001	39.83624630676314	42.53483728138003	40.94490589976421	43.84079711590501
0.5	13.5	0.8	39.83390854067769	42.51260047224527	40.950368986175505	43.83910841009118
0.5	13.5	0.9	39.83157156881411	42.4916810676797	40.95539346088423	43.83742023552404
0.5	13.5	1.	39.82923539032159	42.471864653917784	40.96005079458215	43.83573259163619
