#fcpow	depth(uK)	freqAx(Hz)	freqRd(Hz)	freqRdZ(Hz)
6.76	330.26565880551016	718.4480025048136	5454.13928311129	5501.20192187448
6.78	331.24277613925426	719.5100104792102	5462.201577657228	5509.333784291005
6.8	332.2198934729984	720.5704532219107	5470.251989656827	5517.45366162916
6.82	333.19701080674247	721.6293376332936	5478.29057149471	5525.561606725582
6.84	334.17412814048663	722.686670563186	5486.317375171729	5533.657672029829
6.86	335.1512454742308	723.7424588113782	5494.332452308887	5541.741909608329
6.88	336.1283628079749	724.7967091281362	5502.3358541512125	5549.814371148296
6.9	337.105480141719	725.849428214704	5510.327631571585	5557.8751079615795
6.92	338.08259747546305	726.9006227238006	5518.3078350745045	5565.924170988471
6.94	339.0597148092072	727.9502992601114	5526.276514799819	5573.961610801466
6.96	340.0368321429513	728.998464380771	5534.233720526392	5581.987477608961
6.98	341.0139494766954	730.0451245958423	5542.179501675741	5590.00182125892
7.	341.9910668104395	731.0902863687872	5550.113907315609	5598.0046912424805
7.0200000000000005	342.9681841441837	732.1339561169335	5558.036986163506	5605.996136697527
7.04	343.9453014779277	733.1761402119332	5565.948786590195	5613.976206412206
7.0600000000000005	344.9224188116719	734.2168449802177	5573.849356623144	5621.9449488284
7.08	345.89953614541594	735.2560767034445	5581.738743949916	5629.902412045162
7.1000000000000005	346.8766534791601	736.293841618941	5589.616995921541	5637.8486438221025
7.12	347.85377081290426	737.33014592014	5597.484159555821	5645.783691582728
7.140000000000001	348.8308881466483	738.3649957570112	5605.340281540604	5653.707602417751
7.16	349.80800548039247	739.3983972364883	5613.1854082370255	5661.620423088346
7.18	350.7851228141365	740.4303564228876	5621.019585682692	5669.522200029367
7.2	351.7622401478807	741.4608793383242	5628.842859594838	5677.4129793525335
7.22	352.7393574816247	742.4899719631218	5636.655275373433	5685.292806849563
7.24	353.7164748153689	743.5176402362181	5644.4568781042635	5693.161727995278
7.26	354.693592149113	744.5438900555632	5652.247712561958	5701.019787950657
7.28	355.67070948285715	745.5687272785167	5660.027823212999	5708.867031565873
7.3	356.6478268166012	746.5921577222357	5667.7972542186635	5716.703503383265
7.32	357.6249441503453	747.6141871640614	5675.556049437975	5724.529247640306
7.34	358.6020614840894	748.6348213418988	5683.3042524305665	5732.344308272494
7.36	359.57917881783357	749.6540659545931	5691.041906459548	5740.148728916251
7.38	360.5562961515776	750.6719266623002	5698.769054494319	5747.942552911748
7.4	361.5334134853218	751.6884090868546	5706.485739213361	5755.725823305729
