#fcpow	depth(uK)	freqAx(Hz)	freqRd(Hz)	freqRdZ(Hz)
7.42	362.5105308190659	752.7035188121304	5714.1920030069705	5763.49858285427
7.44	363.48764815281004	753.7172613843998	5721.887887979997	5771.260874025534
7.46	364.4647654865541	754.7296423126867	5729.573435954509	5779.012739002462
7.48	365.44188282029825	755.7406670691163	5737.248688472457	5786.754219685465
7.5	366.41900015404235	756.7503410892585	5744.913686798288	5794.485357695047
7.5200000000000005	367.3961174877865	757.7586697724718	5752.568471921534	5802.2061943744375
7.54	368.3732348215306	758.7656584822369	5760.213084559375	5809.916770792149
7.5600000000000005	369.3503521552748	759.7713125464919	5767.847565159155	5817.617127744542
7.58	370.3274694890188	760.7756372579603	5775.471953900888	5825.307305758334
7.6000000000000005	371.30458682276293	761.7786378744761	5783.086290699727	5832.987345093095
7.62	372.281704156507	762.7803196193047	5790.690615208387	5840.6572857437
7.640000000000001	373.25882149025114	763.7806876814609	5798.284966819572	5848.317167442764
7.66	374.23593882399524	764.7797472160215	5805.869384668347	5855.9670296630375
7.68	375.2130561577394	765.7775033444365	5813.443907634492	5863.606911619786
7.7	376.1901734914835	766.7739611548341	5821.008574344823	5871.23685227313
7.72	377.1672908252276	767.7691257023243	5828.5634231755	5878.85689033037
7.74	378.1444081589716	768.763002009298	5836.108492254292	5886.467064248271
7.76	379.12152549271576	769.7555950657224	5843.643819462823	5894.067412235327
7.78	380.09864282645987	770.7469098294335	5851.169442438786	5901.657972254002
7.8	381.075760160204	771.736951226425	5858.685398578147	5909.238782022943
7.82	382.05287749394813	772.7257241511338	5866.191725037304	5916.809879019163
7.84	383.0299948276923	773.7132334667223	5873.688458735235	5924.371300480208
7.86	384.00711216143645	774.6994840053575	5881.175636355615	5931.923083406286
7.88	384.9842294951805	775.6844805684873	5888.653294348908	5939.465264562385
7.9	385.9613468289246	776.6682279271121	5896.12146893444	5946.99788048036
7.92	386.93846416266865	777.6507308220554	5903.580196102444	5954.520967460998
7.94	387.9155814964128	778.6319939642306	5911.02951161609	5962.034561576061
7.96	388.8926988301569	779.6120220349031	5918.469451013471	5969.538698670294
7.98	389.8698161639011	780.5908196859522	5925.900049609601	5977.0334143634345
8.	390.8469334976452	781.5683915401282	5933.321342498351	5984.518744052172
8.02	391.82405083138934	782.5447421913075	5940.733364554398	5991.99472291211
8.040000000000001	392.80116816513345	783.5198762047435	5948.136150435124	5999.4613858996845
8.06	393.77828549887744	784.4937981173164	5955.529734582519	6006.918767754075
8.08	394.7554028326216	785.4665124377802	5962.914151225046	6014.366902999094
8.1	395.7325201663657	786.4380236470042	5970.2894343794815	6021.8058259450445
8.120000000000001	396.7096375001099	787.408336198216	5977.655617852758	6029.235570690572
8.14	397.68675483385397	788.3774545172377	5985.01273524376	6036.6561711244785
8.16	398.66387216759813	789.3453830027232	5992.360819945122	6044.067660927533
8.18	399.6409895013422	790.3121260263897	5999.699905144985	6051.470073574255
8.2	400.6181068350862	791.2776879332492	6007.030023828755	6058.863442334675
8.22	401.5952241688304	792.2420730418359	6014.351208780833	6066.247800276078
8.24	402.5723415025745	793.20528564443	6021.663492586316	6073.623180264737
8.26	403.54945883631865	794.1673300072841	6028.9669076327	6080.989614967611
8.28	404.52657617006275	795.1282103708402	6036.261486111545	6088.347136854033
8.3	405.5036935038069	796.0879309499495	6043.547260020139	6095.695778197391
8.32	406.48081083755096	797.046495934088	6050.824261163127	6103.035571076762
8.34	407.4579281712951	798.0039094875694	6058.092521154135	6110.366547378566
8.36	408.4350455050391	798.9601757497562	6065.352071417374	6117.688738798159
8.38	409.4121628387833	799.915298835269	6072.60294318922	6125.002176841457
8.4	410.38928017252744	800.869282834193	6079.845167519791	6132.306892826498
8.42	411.36639750627154	801.8221318122811	6087.0787752744845	6139.602917885012
8.44	412.3435148400156	802.7738498111578	6094.303797135526	6146.890282963976
8.46	413.32063217375975	803.7244408485187	6101.520263603478	6154.169018827133
8.48	414.2977495075039	804.6739089183274	6108.728204998748	6161.439156056522
8.5	415.274866841248	805.6222579910124	6115.92765146307	6168.700725053964
8.52	416.251984174992	806.5694920136601	6123.118632960979	6175.953756042549
8.540000000000001	417.2291015087362	807.5156149102073	6130.301179281269	6183.19827906811
8.56	418.2062188424804	808.46063058163	6137.475320038418	6190.434324000669
8.58	419.1833361762245	809.4045429061315	6144.641084674032	6197.661920535873
8.6	420.16045350996853	810.3473557393273	6151.7985024582385	6204.881098196416
8.620000000000001	421.13757084371264	811.2890729144308	6158.947602491094	6212.0918863334555
8.64	422.1146881774568	812.2296982424325	6166.088413703956	6219.294314127989
8.66	423.0918055112009	813.1692355122823	6173.22096486085	6226.488410592244
8.68	424.06892284494506	814.1076884910658	6180.345284559827	6233.674204571032
8.700000000000001	425.0460401786891	815.0450609241815	6187.4614012342945	6240.851724743112
8.72	426.0231575124333	815.981356535515	6194.569343154342	6248.0209996225085
8.74	427.0002748461773	816.9165790276115	6201.669138428057	6255.182057559847
8.76	427.97739217992137	817.8507320818466	6208.760815002808	6262.3349267436515
8.78	428.9545095136655	818.7838193585953	6215.84440066655	6269.479635201647
8.8	429.93162684740975	819.7158444974	6222.919923049075	6276.616210802042
8.82	430.90874418115385	820.6468111171347	6229.98740962327	6283.744681254781
8.84	431.88586151489784	821.5767228161704	6237.046887706378	6290.865074112821
8.86	432.862978848642	822.505583172537	6244.0983844612165	6297.977416773365
8.88	433.84009618238616	823.4333957440831	6251.141926897401	6305.081736479084
8.9	434.81721351613027	824.360164068636	6258.1775418725465	6312.178060319344
8.92	435.7943308498743	825.2858916641584	6265.205256093473	6319.26641523141
8.94	436.7714481836185	826.2105820289046	6272.225096117378	6326.346828001641
8.96	437.7485655173626	827.134238641575	6279.237088353012	6333.419325266661
8.98	438.72568285110674	828.0568649614678	6286.241259061839	6340.483933514538
9.	439.7028001848508	828.978464428631	6293.23763435918	6347.540679085937
9.02	440.6799175185949	829.8990404640119	6300.2262402153565	6354.5895881752695
9.040000000000001	441.65703485233905	830.8185964696049	6307.207102456798	6361.6306868318225
9.06	442.63415218608316	831.7371358285988	6314.1802467671805	6368.6640009608855
9.08	443.6112695198272	832.6546619055209	6321.145698688506	6375.689556324859
9.1	444.58838685357136	833.5711780463826	6328.1034836222125	6382.707378544364
9.120000000000001	445.5655041873156	834.4866875788197	6335.053626830238	6389.717493099319
9.14	446.5426215210597	835.4011938122349	6341.996153436103	6396.7199253300305
9.16	447.5197388548036	836.3147000379363	6348.931088425961	6403.714700438254
9.18	448.4968561885478	837.227209529277	6355.858456649662	6410.70184348826
9.200000000000001	449.47397352229206	838.1387255417906	6362.778282821774	6417.681379407874
9.22	450.4510908560361	839.0492513133263	6369.690591522619	6424.653332989519
9.24	451.42820818978015	839.9587900641851	6376.595407199295	6431.61772889124
9.26	452.4053255235243	840.8673449972514	6383.492754166681	6438.5745916377255
9.28	453.38244285726836	841.7749192981237	6390.3826566084335	6445.523945621308
9.3	454.3595601910126	842.6815161352476	6397.265138577986	6452.465815102972
9.32	455.3366775247566	843.5871386600414	6404.140223999519	6459.400224213331
9.34	456.3137948585008	844.4917900070271	6411.007936668928	6466.327196953617
9.36	457.2909121922448	845.3954732939543	6417.868300254792	6473.246757196638
9.38	458.268029525989	846.2981916219281	6424.721338299328	6480.158928687751
9.4	459.24514685973304	847.1999480755309	6431.56707421932	6487.063735045798
9.42	460.2222641934772	848.1007457229471	6438.405531307066	6493.961199764066
9.44	461.1993815272213	849.0005876160836	6445.236732731297	6500.851346211195
9.46	462.17649886096547	849.899476790692	6452.060701538089	6507.7341976321295
9.48	463.1536161947095	850.7974162664863	6458.877460651776	6514.60977714901
9.5	464.1307335284536	851.6944090472622	6465.687032875849	6521.478107762093
9.52	465.1078508621977	852.5904581210146	6472.489440893841	6528.3392123506455
9.540000000000001	466.08496819594194	853.4855664600534	6479.284707270212	6535.1931136738285
9.56	467.062085529686	854.379737021118	6486.07285445122	6542.039834371585
9.58	468.03920286343015	855.2729727454922	6492.85390476579	6548.879396965513
9.6	469.01632019717414	856.1652765591161	6499.627880426365	6555.71182385972
9.620000000000001	469.99343753091836	857.0566513726993	6506.394803529763	6562.537137341696
9.64	470.97055486466246	857.9471000818297	6513.154696058006	6569.355359583139
9.66	471.9476721984066	858.8366255670852	6519.907579879168	6576.166512640818
9.68	472.9247895321506	859.725230694141	6526.653476748186	6582.97061845739
9.700000000000001	473.90190686589483	860.6129183138787	6533.39240830769	6589.767698862233
9.72	474.8790241996389	861.4996912624908	6540.124396088802	6596.557775572258
9.74	475.8561415333829	862.3855523615894	6546.849461511948	6603.340870192724
9.76	476.8332588671271	863.2705044183083	6553.567625887647	6610.117004218033
9.78	477.81037620087125	864.1545502254078	6560.2789104173025	6616.88619903253
9.8	478.78749353461535	865.0376925613782	6566.983336193978	6623.648475911289
9.82	479.7646108683595	865.9199341905406	6573.680924203179	6630.403856020892
9.84	480.7417282021035	866.801277863148	6580.371695323611	6637.152360420204
9.86	481.7188455358476	867.6817263154866	6587.05567032794	6643.894010061138
9.88	482.69596286959177	868.5612822699729	6593.732869883557	6650.628825789413
9.9	483.6730802033359	869.4399484352535	6600.403314553302	6657.356828345303
9.92	484.65019753708	870.3177275063015	6607.067024796221	6664.078038364393
9.94	485.6273148708241	871.1946221645135	6613.724020968289	6670.792476378305
9.96	486.6044322045683	872.0706350778049	6620.374323323141	6677.500162815437
9.98	487.58154953831246	872.9457689007048	6627.017952012783	6684.201118001684
10.	488.55866687205645	873.8200262744491	6633.654927088312	6690.895362161161
